Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22,0.4016193181322766,0.44823562726461375,0.35619823163456577,0.3765178918838501,271468800.0,0.0,0.0
1999-01-25,0.40640016165383486,0.42074370803614697,0.3765178736705444,0.4159628450870514,51048000.0,0.0,0.0
1999-01-26,0.4207437128559666,0.4291111738082266,0.37771307321609376,0.38369008898735046,34320000.0,0.0,0.0
1999-01-27,0.38488525451412164,0.39444793663910405,0.36336947279570475,0.38249483704566956,24436800.0,0.0,0.0
1999-01-28,0.3824949270076881,0.3848853450383616,0.37890832874748515,0.3812997043132782,22752000.0,0.0,0.0
1999-01-29,0.3812997001387342,0.3824949228200586,0.36336955428123474,0.36336955428123474,24403200.0,0.0,0.0
1999-02-01,0.36336954251258546,0.37293222647228547,0.36336954251258546,0.3705417811870575,15470400.0,0.0,0.0
1999-02-02,0.3633695157904615,0.37293219904692365,0.3310967832500731,0.34185466170310974,26409600.0,0.0,0.0
1999-02-03,0.3370738516386123,0.3538078454862998,0.33468247597774886,0.34902602434158325,7512000.0,0.0,0.0
1999-02-04,0.3538078480454035,0.37771312380126326,0.34902602686609985,0.36815139651298523,18192000.0,0.0,0.0
1999-02-05,0.3741274726495143,0.38249493449295835,0.3645647880882704,0.37890833616256714,13684800.0,0.0,0.0
1999-02-08,0.3812997545727809,0.3824949774247343,0.3657609820365905,0.3657609820365906,15408000.0,0.0,0.0
1999-02-09,0.372932186235921,0.37532263126323934,0.34663554001432234,0.35141733288764954,8697600.0,0.0,0.0
1999-02-10,0.35141740308060543,0.3609791577416246,0.3418547182425679,0.3478308320045471,14822400.0,0.0,0.0
1999-02-11,0.34902599029182996,0.39205663118541434,0.34902599029182996,0.37771308422088623,13224000.0,0.0,0.0
1999-02-12,0.38249493451815325,0.4016193461067625,0.38249493451815325,0.39922890067100525,10972800.0,0.0,0.0
1999-02-16,0.4064002084493166,0.4231351320890947,0.36097914627683686,0.4016193449497223,21100800.0,0.0,0.0
1999-02-17,0.3920566236797395,0.39683844426641346,0.3729322139381814,0.3801044523715973,6772800.0,0.0,0.0
1999-02-18,0.39205673990097856,0.3968385619051751,0.3753227704036913,0.38608065247535706,7070400.0,0.0,0.0
1999-02-19,0.38249493451815325,0.40640020962013024,0.3777131134696472,0.39922890067100525,7536000.0,0.0,0.0
1999-02-22,0.4064002084493166,0.4111820294840466,0.38010448798733876,0.4016193449497223,20524800.0,0.0,0.0
1999-02-23,0.4111819780392834,0.42911116461516274,0.38727574846205265,0.4207437038421631,13809600.0,0.0,0.0
1999-02-24,0.4828997020759537,0.5020241393747856,0.4434547294027792,0.45421263575553894,61276800.0,0.0,0.0
1999-02-25,0.47333699974194837,0.4876805451886741,0.4326968083994693,0.4398690462112427,14913600.0,0.0,0.0
1999-02-26,0.4446499996315718,0.4589935480067838,0.41596290288114784,0.41954857110977173,17260800.0,0.0,0.0
1999-03-01,0.43030626517275633,0.43986894579928787,0.4016191808279059,0.42193880677223206,9216000.0,0.0,0.0
1999-03-02,0.42074373712885443,0.42313511262470965,0.41118201056950904,0.4183533191680908,5524800.0,0.0,0.0
1999-03-03,0.4207437425995306,0.4207437425995306,0.38727578413647484,0.38966622948646545,6139200.0,0.0,0.0
1999-03-04,0.40879157720606696,0.41118202259488673,0.3777131060530753,0.3812997043132782,5736000.0,0.0,0.0
1999-03-05,0.384885293985802,0.4040097300203073,0.384885293985802,0.40281450748443604,7876800.0,0.0,0.0
1999-03-08,0.3920566201329014,0.42074371325323656,0.38488531194126424,0.40879154205322266,7588800.0,0.0,0.0
1999-03-09,0.40759526459980683,0.4279158207207417,0.40759526459980683,0.42193880677223206,14318400.0,0.0,0.0
1999-03-10,0.42791597751413224,0.42791597751413224,0.4087915667884069,0.41476765275001526,23534400.0,0.0,0.0
1999-03-11,0.4075953748165162,0.4147676129304578,0.3968384265899658,0.3968384265899658,5428800.0,0.0,0.0
